Description,Avg_Returner_Rate
VINTAGE UNION JACK CUSHION COVER,0
VINTAGE UNION JACK DOORSTOP,0.015625
VINTAGE UNION JACK MEMOBOARD,0.004825
VINTAGE UNION JACK PENNANT,0
VINTAGE UNION JACK SHOPPING BAG,0
VINTAGE ZINC PLANTER,0
VINTAGE ZINC WATERING CAN,0
VINTAGE ZINC WATERING CAN SMALL,0
VINYL RECORD FRAME SILVER,0
VIP HOLIDAY PURSE,0
VIP PASSPORT COVER,0
WAKE UP COCKEREL CALENDAR SIGN,0
WAKE UP COCKEREL TILE COASTER,0
WALL ART ; LOVES' SECRET,NULL
WALL ART ;PUDDINGS,NULL
WALL ART 70'S ALPHABET,0.00705
WALL ART ANIMALS AND NATURE,0
WALL ART BICYCLE SAFETY,0.01285
WALL ART BIG LOVE,0.01
WALL ART BUFFALO BILL,0.008075
WALL ART CAT AND BIRD,0
WALL ART CLASSIC PUDDINGS,0
WALL ART DOG AND BALL,0.010875
WALL ART DOG LICENCE,0.014275
WALL ART DOLLY GIRL,0.010425
WALL ART GARDEN HAVEN,0
WALL ART HORSE & PONY,0.014275
WALL ART I LOVE LONDON,0
WALL ART KEEP CALM,0.0095
WALL ART LOVES' SECRET,0.0096
WALL ART MID CENTURY MODERN,0.016675
WALL ART ONLY ONE PERSON,0.00985
WALL ART SPACEBOY,0
WALL ART STOP FOR TEA,0.004425
WALL ART THE MAGIC FOREST,0
WALL ART TREASURE AHOY,0
WALL ART VILLAGE SHOW,0
WALL ART VINTAGE HEART,0
WALL ART WORK REST AND PLAY,0.010425
WALL ART;ONLY ONE PERSON,NULL
WALL MIRROR RECTANGLE DIAMANTE PINK,0
WALL TIDY RETROSPOT,0.011375
WASH BAG VINTAGE ROSE PAISLEY,0
WASHROOM METAL SIGN,0.003125
WATERING CAN BLUE ELEPHANT,0.01
WATERING CAN GARDEN MARKER,0
WATERING CAN GREEN DINOSAUR,0
WATERING CAN PINK BUNNY,0
WELCOME WOODEN BLOCK LETTERS,0
WHEELBARROW FOR CHILDREN,0.0147
WHITE BAMBOO RIBS LAMPSHADE,0
WHITE BAROQUE WALL CLOCK,0
WHITE BELL HONEYCOMB PAPER,0.033333333
WHITE BROCANTE SOAP DISH,0
WHITE CANDYSTUFT ARTIFICIAL FLOWER,0
WHITE CHRISTMAS GARLAND STARS TREES,0
WHITE CHRISTMAS STAR DECORATION,0
WHITE CHRISTMAS TREE 60CM,NULL
WHITE ENAMEL FLOWER HAIR TIE,0
WHITE FRANGIPANI NECKLACE,0
WHITE GLASS CHUNKY CHARM BRACELET,0
WHITE GOOSE FEATHER CHRISTMAS TREE,0.00595
WHITE GOOSE FEATHER TREE 60CM,0.0066
WHITE HANGING BEADS CANDLE HOLDER,0
WHITE HANGING HEART T-LIGHT HOLDER,0.01152
WHITE HEART CONFETTI IN TUBE,0.037033333
WHITE HEART OF GLASS BRACELET,0
WHITE HEARTS WIRE PLANT POT HOLDER,0
WHITE HONEYCOMB PAPER GARLAND,0
WHITE JEWELLED HEART DECORATION,0
WHITE LOVEBIRD LANTERN,0
WHITE METAL LANTERN,0.01315
WHITE MOROCCAN METAL LANTERN,0.03125
WHITE ROCKING HORSE HAND PAINTED,0.011075
WHITE ROSEBUD & PEARL NECKLACE,0
WHITE ROSEBUD PEARL BRACELET,0
WHITE ROSEBUD PEARL EARRINGS,0
WHITE SAGE INCENSE,0
WHITE SKULL HOT WATER BOTTLE,0.01335
WHITE SOAP RACK WITH 2 BOTTLES,0
WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.0044
WHITE SPOT RED CERAMIC DRAWER KNOB,0.0116
WHITE SQUARE TABLE CLOCK,0
WHITE STITCHED CUSHION COVER,0.16665
WHITE STONE/CRYSTAL EARRINGS,0
WHITE TALL PORCELAIN T-LIGHT HOLDER,0
WHITE TEA;COFFEE;SUGAR JARS,8.33E-06
WHITE TRAVEL ALARM CLOCK,0
WHITE VINT ART DECO CRYSTAL NECKLAC,0
WHITE VINTAGE CRYSTAL EARRINGS,NULL
WHITE WICKER STAR,0.0118
WHITE WIRE EGG HOLDER,0
WHITE WOOD GARDEN PLANT LADDER,0.00555
WHITE/PINK CHICK DECORATION,0
WHITE/PINK CHICK EASTER DECORATION,0
WHITE/PINK MINI CRYSTALS NECKLACE,0
WICKER STAR,0.005375
WICKER WREATH LARGE,0.003425
WICKER WREATH SMALL,0.02015
WIRE EGG BASKET,0.00405
WOOD 2 DRAWER CABINET WHITE FINISH,0.008
WOOD AND GLASS MEDICINE CABINET,0
WOOD BLACK BOARD ANT WHITE FINISH,0.0138
WOOD S/3 CABINET ANT WHITE FINISH,NULL
WOOD STAMP SET BEST WISHES,0
WOOD STAMP SET FLOWERS,0.00305
WOOD STAMP SET HAPPY BIRTHDAY,0.004625
WOOD STAMP SET THANK YOU,0.007625
WOOD STOCKING CHRISTMAS SCANDISPOT,0.01055
WOODEN ADVENT CALENDAR CREAM,0.00705
WOODEN ADVENT CALENDAR RED,0.020833333
WOODEN BOX ADVENT CALENDAR,0
WOODEN BOX OF DOMINOES,0.00735
WOODEN CROQUET GARDEN SET,0.014425
WOODEN FRAME ANTIQUE WHITE,0.00828
WOODEN HAPPY BIRTHDAY GARLAND,0
WOODEN HEART CHRISTMAS SCANDINAVIAN,0.00675
WOODEN OWLS LIGHT GARLAND,0.003975
WOODEN PICTURE FRAME WHITE FINISH,0.00668
WOODEN REGATTA BUNTING,0.01315
WOODEN ROUNDERS GARDEN SET,0.015366667
WOODEN SCHOOL COLOURING SET,0.007075
WOODEN SKITTLES GARDEN SET,0
WOODEN STAR CHRISTMAS SCANDINAVIAN,0.006925
WOODEN TREE CHRISTMAS SCANDINAVIAN,0.027233333
WOODEN UNION JACK BUNTING,0.033333333
WOODLAND BUNNIES LOLLY MAKERS,0.004025
WOODLAND CHARLOTTE BAG,0.011275
WOODLAND DESIGN COTTON TOTE BAG,0
WOODLAND HEIGHT CHART STICKERS,0
WOODLAND LARGE BLUE FELT HEART,0
WOODLAND LARGE PINK FELT HEART,0
WOODLAND LARGE RED FELT HEART,0
WOODLAND MINI BACKPACK,1.73E-18
WOODLAND PARTY BAG + STICKER SET,0.0111
WOODLAND SMALL BLUE FELT HEART,0.0064
WOODLAND SMALL PINK FELT HEART,0.009
WOODLAND SMALL RED FELT HEART,0.0039
WOODLAND STICKERS,0.0147
WOODLAND STORAGE BOX LARGE,0
WOODLAND STORAGE BOX SMALL,0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.00295
WOVEN BERRIES CUSHION COVER,0
WOVEN BUBBLE GUM CUSHION COVER,0
WOVEN CANDY CUSHION COVER,0
WOVEN FROST CUSHION COVER,0
WOVEN ROSE GARDEN CUSHION COVER,0
WOVEN SUNSET CUSHION COVER,0
WRAP 50'S CHRISTMAS,8.67E-19
WRAP A PRETTY THANK YOU,0
WRAP ALPHABET DESIGN,0.011125
WRAP ALPHABET POSTER,0
WRAP BAD HAIR DAY,0.3333
WRAP BILLBOARD FONTS DESIGN,0
WRAP BIRD GARDEN,0
WRAP CAROUSEL,0
WRAP CHRISTMAS SCREEN PRINT,0
WRAP CHRISTMAS VILLAGE,0.004225
WRAP CIRCUS PARADE,0
WRAP COWBOYS,0
WRAP DAISY CARPET,0
WRAP DOLLY GIRL,0
WRAP ENGLISH ROSE,0
WRAP FLOWER SHOP,0
WRAP GINGHAM ROSE,0
WRAP GREEN PEARS,0
WRAP I LOVE LONDON,0
WRAP KEEP CALM BIRTHDAY,0
WRAP MAGIC FOREST,0.0147
WRAP MONSTER FUN,0
WRAP PAISLEY PARK,0.0043
WRAP PINK FAIRY CAKES,0
WRAP POPPIES DESIGN,0
WRAP RED APPLES,0
WRAP RED VINTAGE DOILY,0.0049
WRAP SUKI AND FRIENDS,0
WRAP VINTAGE DOILY,0.004175
WRAP VINTAGE LEAF DESIGN,0
WRAP WEDDING DAY,0
WRAP; BILLBOARD FONTS DESIGN,0
WRAP; CAROUSEL,0
wrongly coded 23343,NULL
wrongly marked,NULL
wrongly marked 23343,NULL
YELLOW COAT RACK PARIS FASHION,0
YELLOW DRAGONFLY HELICOPTER,0
YELLOW EASTER EGG HUNT START POST,0
YELLOW GIANT GARDEN THERMOMETER,0.006125
YELLOW POT PLANT CANDLE,0
YELLOW SHARK HELICOPTER,0
YELLOW/BLUE RETRO RADIO,0
YELLOW/PINK CERAMIC CANDLE HOLDER,NULL
YELLOW/PINK FLOWER DESIGN BIG MUG,0
YOU'RE CONFUSING ME METAL SIGN,0.0119
ZINC BOX SIGN HOME,0
ZINC FOLKART SLEIGH BELLS,0.01245
ZINC HEART FLOWER T-LIGHT HOLDER,0.013875
ZINC HEART LATTICE CHARGER LARGE,0
ZINC HEART LATTICE CHARGER SMALL,0
ZINC HEART LATTICE T-LIGHT HOLDER,0.012833333
ZINC HEART T-LIGHT HOLDER,0
ZINC HEARTS PLANT POT HOLDER,0
ZINC HERB GARDEN CONTAINER,0
ZINC METAL HEART DECORATION,0.0058
ZINC STAR T-LIGHT HOLDER,0
ZINC SWEETHEART SOAP DISH,0
ZINC SWEETHEART WIRE LETTER RACK,0.007825
ZINC T-LIGHT HOLDER STAR LARGE,0.008475
ZINC T-LIGHT HOLDER STARS SMALL,0.008825
ZINC TOP 2 DOOR WOODEN SHELF,0
ZINC WILLIE WINKIE CANDLE STICK,0.00595
ZINC WIRE KITCHEN ORGANISER,0
ZINC WIRE SWEETHEART LETTER TRAY,6.94E-18
